DEPARTAMENTO,MUNICIPIO,ESTADOS,VELOCIDAD_SUBIDA,VELOCIDAD_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,USUARIOS_ACTIVOS_MES,INVERSION,ZONA,DIFICULTADACCESO,TIPO_CONECTIVIDAD
CHOCO,MEDIO BAUDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
QUINDIO,QUIMBAYA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ATLANTICO,MANATI,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,TOTORO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CALDAS,NEIRA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
QUINDIO,GENOVA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,COROZAL,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,TOTORO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
ANTIOQUIA,ANORI,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NORTE DE SANTANDER,TOLEDO,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CESAR,CURUMANI,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,RIOHACHA,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CUNDINAMARCA,UNE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,CAJAMARCA,OPERACION,3.0,12.0,10.0,57.0,67,142684114.0,RURAL,BAJO,RADIO ENLACE
CUNDINAMARCA,VERGARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
TOLIMA,ATACO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
VALLE DEL CAUCA,EL AGUILA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CORDOBA,PUERTO LIBERTADOR,OPERACION,4.0,18.0,139.0,1072.0,4350,142684114.0,RURAL,MEDIO,RADIO ENLACE
NARIÑO,EL CHARCO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,TIBASOSA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAQUETA,FLORENCIA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
SANTANDER,AGUADA,OPERACION,3.0,12.0,17.0,153.0,392,142684114.0,RURAL,MEDIO,RADIO ENLACE
LA GUAJIRA,URIBIA,OPERACION,3.0,15.0,15.0,111.0,264,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CUNDINAMARCA,FUSAGASUGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAUCA,CALOTO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
BOYACA,PAUNA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,CASABIANCA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
BOYACA,SABOYA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
HUILA,ACEVEDO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NARIÑO,PASTO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
META,PUERTO RICO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,LA PAZ,OPERACION,3.0,12.0,7.0,114.0,136,142684114.0,RURAL,SIN INFORMACION,SATELITAL
ANTIOQUIA,REMEDIOS,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,SAN CAYETANO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,VALLE DEL GUAMUEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
BOYACA,PAIPA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
MAGDALENA,SANTA MARTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,CUMBAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
SUCRE,GALERAS,OPERACION,3.0,12.0,20.0,216.0,405,142684114.0,RURAL,BAJO,EN DISEÑO
CAQUETA,SOLITA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CORDOBA,SAN JOSE DE URE,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,PAYA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,CUCUTA,OPERACION,3.0,12.0,157.0,1240.0,1704,142684114.0,RURAL,ALTO,RADIO ENLACE
ANTIOQUIA,SABANALARGA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,TUTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
PUTUMAYO,SAN MIGUEL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,POLICARPA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
TOLIMA,MARIQUITA,OPERACION,4.0,18.0,52.0,319.0,374,142684114.0,RURAL,BAJO,RADIO ENLACE
CAUCA,PURACE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CESAR,SAN MARTIN,OPERACION,3.0,12.0,49.0,348.0,248,142684114.0,RURAL,BAJO,RADIO ENLACE
BOYACA,TOCA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CUNDINAMARCA,TAUSA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CUNDINAMARCA,VIANI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,ALVARADO,OPERACION,3.0,12.0,59.0,459.0,2206,142684114.0,RURAL,BAJO,RADIO ENLACE
META,VILLAVICENCIO,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NORTE DE SANTANDER,BUCARASICA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NARIÑO,LEIVA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAQUETA,CARTAGENA DEL CHAIRA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAQUETA,SAN VICENTE DEL CAGUAN,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
ANTIOQUIA,URRAO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
NORTE DE SANTANDER,LA ESPERANZA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,EL CARMEN DE CHUCURI,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
META,PUERTO LOPEZ,OPERACION,5.0,21.0,69.0,1098.0,1163,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
NORTE DE SANTANDER,LA PLAYA,OPERACION,3.0,12.0,19.0,163.0,272,142684114.0,RURAL,MEDIO,SATELITAL
ANTIOQUIA,SEGOVIA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,CAJIBIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
LA GUAJIRA,BARRANCAS,OPERACION,3.0,15.0,188.0,1031.0,4722,142684114.0,RURAL,BAJO,RADIO ENLACE
BOYACA,COMBITA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
ANTIOQUIA,MUTATA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,URRAO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
PUTUMAYO,VALLE DEL GUAMUEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CASANARE,OROCUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CASANARE,TRINIDAD,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
NARIÑO,TANGUA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CORDOBA,SAN PELAYO,OPERACION,3.0,12.0,35.0,268.0,1160,142684114.0,RURAL,BAJO,RADIO ENLACE
CORDOBA,TIERRALTA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
CASANARE,TAURAMENA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,LOPEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CHOCO,BOJAYA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CASANARE,NUNCHIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,LEBRIJA,OPERACION,3.0,15.0,99.0,673.0,325,142684114.0,RURAL,BAJO,SATELITAL
TOLIMA,CASABIANCA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CESAR,AGUACHICA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CUNDINAMARCA,VERGARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CHOCO,SAN JOSE DEL PALMAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CESAR,BECERRIL,OPERACION,4.0,18.0,102.0,315.0,409,142684114.0,RURAL,SIN INFORMACION,SATELITAL
PUTUMAYO,PUERTO GUZMAN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CALDAS,VICTORIA,OPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
LA GUAJIRA,URIBIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,EL CARMEN DE ATRATO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
TOLIMA,ICONONZO,OPERACION,3.0,12.0,0.0,0.0,12,142684114.0,RURAL,BAJO,TERCEROS
CHOCO,UNION PANAMERICANA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
HUILA,GUADALUPE,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,SANTA BARBARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,LA ESPERANZA,OPERACION,3.0,12.0,61.0,682.0,629,142684114.0,RURAL,BAJO,RADIO ENLACE
NARIÑO,BARBACOAS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
VALLE DEL CAUCA,BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CAUCA,CORINTO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
RISARALDA,BALBOA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CORDOBA,SAHAGUN,OPERACION,3.0,15.0,52.0,318.0,1099,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
BOYACA,SANTA ROSA DE VITERBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CALDAS,MARQUETALIA,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
TOLIMA,CAJAMARCA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,SONSON,OPERACION,4.0,18.0,75.0,562.0,732,142684114.0,RURAL,SIN INFORMACION,SATELITAL
MAGDALENA,SABANAS DE SAN ANGEL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
META,PUERTO LOPEZ,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,CHINU,OPERACION,3.0,12.0,44.0,361.0,818,142684114.0,RURAL,MEDIO,RADIO ENLACE
CALDAS,SAN JOSE,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,SEGOVIA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,CONSACA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,EL TABLON DE GOMEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,SIACHOQUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
META,SAN MARTIN,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,EL COCUY,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
LA GUAJIRA,MANAURE,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,LOS ANDES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,TULUA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CESAR,GAMARRA,OPERACION,3.0,12.0,118.0,913.0,3899,142684114.0,RURAL,BAJO,SATELITAL
HUILA,ACEVEDO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,GIRARDOTA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,ICONONZO,OPERACION,3.0,12.0,35.0,281.0,584,142684114.0,RURAL,BAJO,TERCEROS
MAGDALENA,SANTA MARTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,SAN JOSE DEL GUAVIARE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,MAGsI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAQUETA,SOLANO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,AGUACHICA,OPERACION,3.0,12.0,183.0,1433.0,2021,142684114.0,RURAL,BAJO,SATELITAL
BOYACA,VILLA DE LEYVA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAUCA,SILVIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
SANTANDER,ZAPATOCA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,VILLAVIEJA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
RISARALDA,GUATICA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,SAMACA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
SUCRE,MAJAGUAL,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
META,LA MACARENA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,UBALA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
VALLE DEL CAUCA,TRUJILLO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
ANTIOQUIA,CACERES,OPERACION,3.0,12.0,21.0,151.0,1372,142684114.0,RURAL,BAJO,SATELITAL
VALLE DEL CAUCA,BUENAVENTURA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,CIENEGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CASANARE,YOPAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,SANTA MARTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,CAIMITO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
RISARALDA,APIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,SAN EDUARDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,CALDONO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CESAR,ASTREA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NORTE DE SANTANDER,ABREGO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,CACHIRA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,PUERTO TEJADA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,PRADO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NARIÑO,IPIALES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,PAMPLONITA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,MAGANGUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
SANTANDER,CONTRATACION,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,EL PIÑON,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
ANTIOQUIA,SAN PEDRO DE URABA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,PULI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,PEÐOL,OPERACION,3.0,15.0,0.0,0.0,986,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
ANTIOQUIA,GUARNE,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
NORTE DE SANTANDER,CUCUTA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
CORDOBA,SAN JOSE DE URE,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,BUENAVISTA,OPERACION,3.0,15.0,179.0,1843.0,1179,142684114.0,RURAL,BAJO,RADIO ENLACE
NARIÑO,ALDANA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CORDOBA,CIENAGA DE ORO,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SANTANDER,SOCORRO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,ALBAN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CAUCA,SILVIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
HUILA,ELIAS,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
PUTUMAYO,PUERTO ASIS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CHOCO,RIOSUCIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CAUCA,SUCRE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
PUTUMAYO,VALLE DEL GUAMUEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
ANTIOQUIA,PUEBLORRICO,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,SAN JOSE DEL GUAVIARE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,EL CARMEN DE BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
LA GUAJIRA,RIOHACHA,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,CIENAGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,CORDOBA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NARIÑO,PUPIALES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CASANARE,OROCUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,MONTELIBANO,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,ALTO,RADIO ENLACE
CORDOBA,VALENCIA,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,MERCADERES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
VICHADA,PUERTO CARREÑO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
ANTIOQUIA,LIBORINA,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SANTANDER,BARICHARA,OPERACION,3.0,12.0,36.0,205.0,1772,142684114.0,RURAL,BAJO,RADIO ENLACE
MAGDALENA,SAN ZENON,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,PUERTO GUZMAN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,PAICOL,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
